id,功能模块名称,功能模块描述
D2-F11-2-1,驾驶引导,帮助用户提高驾驶表现 (包含客户驾驶习惯分析及经济指导）；需要设置账户关联/根据V-BOX驾驶行为分析数据判定提示（基于驾驶行为分析）
D2-F11-2-2,智能搜索,全域搜索-导航地址、多媒体资源、联系人、电子手册内容、功能设置、推送信息、报警信息（列表）、历史报警信息的反馈；智能推荐，根据用户的喜好，系统能自行推荐关联内容及服务
D2-F11-2-3,智能电子手册,针对常用功能、推荐功能的图文介绍；支持常见用车问题的语音智能问答及引导及自学习（关键词唤醒，如“EPB开关”在哪里呢
D2-F11-3,整车模式,不同使用场合下的功能呈现
D2-F11-3-1,工程模式,工程模式打开后，可进行：版本号显示、日志导出、软件线下升级、后台设置、跳过挡位检测开关（台架测试需求）、其它功能
D2-F11-3-2,展车模式,展厅模式（用于销售服务的受限功能/数据模式）--禁掉喇叭和雨刮喷水功能
D2-F12-3,场景寻车,通过AVM摄像头结合OCR、透明底盘算法，在停车时对周围环境中的车位编号等关键位置信息进行识别，并发送至用户手机侧
D2-F12-4,人脸识别,"驾驶员可注册人脸信息关联ID，通过车内摄像头对驾驶员人脸进行识别，验证驾驶员身份，自动加载个人档案；
法规要求：
1）平台方必须对采集到的人脸信息做二次处理（模糊化等），不能采集完全清晰的脸部特征；2）所有采集到的人脸信息只能在本地存储，禁止上传网络平台"
D2-F12-5,DMS监测,通过检测眨眼和哈欠频率来判断疲劳程度，并对疲劳状态进行分级定义
D2-F12-5-1,疲劳检测,疲劳检测
D2-F12-5-2,驾驶行为分析,驾驶行为分析
D2-F12-5-3,驾驶空间智能调节,自适应调节主驾座椅、方向盘、后视镜位置/角度
D2-F13-1,本地升级,支持USB接口本地升级及日志管理
D2-F13-2,OTA,支持通过网络实现对系统和所有应用软件的整包和差分升级
D2-F13-2-1,版本检测,终端认证；支持车端版本监测及上传
D2-F13-2-2,任务管理,升级任务生成并下发
D2-F13-2-3,数据下载,升级包下载管理
D2-F13-2-4,数据安装,升级包安装管理；立即升级；预约升级；静默升级；
D2-F13-2-5,日志管理,升级日志管理
D2-F14-1,账户（关联TSP）,车辆账户管理，包含登录、绑定车辆、车辆维护、license管理，后付费等
D2-F14-1-1,车辆账户管理,车辆账户管理，包含登录、绑定车辆、车辆维护、license管理，后付费等；支持账户信息新增、更新、删除等管理；支持多账户管理，权限设定等（游客模式）
D2-F14-1-2,华为账号,华为账号二维码登录与登出、账户信息显示、人脸识别账户和支付账户的登录管理（包含与云端登录信息的打通）
D2-F14-1-3,人脸识别账户,华为账号人脸识别登录与登出（包含与云端登录信息的打通）；人脸信息管理（新增、删除）
D2-F14-1-5,账户关联,账号与座椅/后视镜位置、车控/系统设置使能开关设置偏好的关联
D2-F14-2,车管家,为车主提供个人信息管理服务（APP车辆账户关联功能及显示，同步车管家），以车管家交付功能为准
D2-F14-3,支付服务,通用支付解决方案，允许客户通过各种渠道支付OEM及其合作伙伴提供的任何类型的服务。支持三家支付渠道（银联、支付宝、微信）
D2-F14-3-1,ETC,在出厂已配备此设备的前提下，支持用户在收费公路上行驶并完成相关付费操作
D2-F14-3-2,停车收费,支持用户在停车场等收费场所的相关付费操作（如ETCP）
D2-F14-3-3,流量支付,流量支付
D2-F14-3-4,会员支付,会员支付
D2-F14-3-5,其它关联,关联手机端的其它支付功能
D2-F14-4,服务商店,管理和提供用户的服务项目
D2-F14-4-1,服务管理,让OEM、用户、第三方管理服务的功能
D2-F14-4-2,服务商店,允许用户管理服务。在服务商店中OEM和第三方可以提供给用户他们想提供的服务。例如数据规划，流媒体音乐，车辆维修，洗车等应用。
D2-F15-1,组合仪表交互,NA
D2-F15-1-1,开机动画,CDC在冷启动后需要给仪表屏投屏播放开机动画
D2-F15-1-2,仪表屏亮灭屏,CDC根据功能场景需求控制仪表屏进行亮屏或息屏
D2-F15-1-3,仪表自检,仪表屏在播放完开机动画后需要立即进入自检，对仪表屏显示的公告指示灯进行自检点亮
D2-F15-1-4,仪表屏断链显示,仪表屏在CDC的LVDS断链以后仪表屏需要进行兜底显示
D2-F15-1-5,仪表屏亮度调节,IC将光传感器信号通过I2C传给CDC，接收CDC信号进行亮度调节并反馈当前亮度至CDC；手动与自动调节的设置及判定均在CDC；
D2-F15-1-6,仪表视图主题,地图界面、ADAS界面设置——IC有2个显示界面主题；用户在CDC上设置仪表主题后，仪表需跟随设置变化。P挡时切换也立即响应，仅ADS主题才显示驻车车模
D2-F15-1-7,音量设置,用户在调整音量时，CDC需将多媒体音量进度条投屏给仪表屏显示
D2-F15-2,仪表卡片信息,NA
D2-F15-2-1,左卡片,仪表屏可以在左侧显示不同功能需求信息的卡片界面，包括①胎压②能量流信息③功率曲线信息④本次行程信息。当开启导航后，仪表左侧增加导航卡片，插入到当前卡片之前并立即显示
D2-F15-2-2,右卡片,多功能卡片，包括音乐以及拍照，以及通话卡片，告警卡片，设置卡片。
D2-F15-2-3,快捷键,快捷键卡片可选的内容包括1.切换多媒体音源2.对内拍照3.对外拍照4.抓拍录像5.切换仪表显示模式6.副驾屏开关7.360环视8.自动泊车9.低速行人报警音10.倒车雷达音（车内）11.后视辅助12.DLP窄道通行。
D2-F15-2-7,途灵底盘显示,在仪表上显示途灵底盘的工作状态，支持方向盘滚轮快速调用界面，包括：减震器+悬架刚度+悬架高度、前后轮转向动作、途灵底盘logo、车轮的胎压数值独立显示、高压+动力。
D2-F15-2-8,交互逻辑,方向盘与卡片的交互逻辑
D2-F15-3,仪表告警显示与声音逻辑,NA
D2-F15-3-1,告警音,NA
D2-F15-3-2,中控告警联动,NA
D2-F15-4,仪表车模,当挡位进入P挡时，CDC渲染驻车车模投屏至仪表
D2-F15-4-1,车模颜色配置显示,下线配置写入生效，CDC根据配置颜色显示投屏IC显示车模颜色
D2-F15-4-2,车门状态显示,仪表显示当前4车门的开合状态
D2-F15-4-3,前舱盖状态显示,仪表显示引擎盖打开关闭状态
D2-F15-4-4,尾门状态显示,仪表支持显示尾门从0%——100%打开幅度
D2-F15-4-5,外后视镜折叠状态显示,仪表支持外后视镜折叠、展开状态显示，切换动效显示
D2-F15-4-6,后雨刮状态显示,仪表支持后雨刮状态显示
D2-F15-4-7,前轮转向角度显示,仪表支持前轮转向角度显示
D2-F15-4-8,后轮转向角度显示,仪表支持后轮转向角度显示
D2-F15-4-9,位置灯状态显示,仪表支持显示位置灯打开效果状态
D2-F15-4-10,近光灯状态显示,仪表支持显示近光灯打开效果状态
D2-F15-4-11,远光灯状态显示,仪表支持显示远光灯打开效果状态
D2-F15-4-12,转向灯状态显示,仪表支持显示转向灯打开、危险报警灯打开效果状态
D2-F15-4-13,制动灯状态显示,仪表支持显示制动灯打开效果状态
D2-F15-4-14,轮毂样式,跟随配置字显示对应样式
D2-F15-4-15,激光雷达样式,跟随配置字显示对应样式
D2-F15-4-16,四门窗状态,仪表支持显示从0%——100%打开幅度
D2-F15-5,信息安全以及功能安全,NA
D2-F15-5-1,信息安全,NA
D2-F15-5-2,功能安全,NA
D2-F15-6,智能驾驶,NA
D2-F15-6-1,Toast弹框提示,当ADS系统有报警或状态跳变提示需求时，需要CDC根据自驾发送的需求信号进行弹框或图片提示用户
D2-F15-6-2,MDC断链及投屏失效显示,当ADS系统断链时，CDC渲染报警投屏至仪表屏提示用户
D2-F15-6-3,ADAS故障指示灯,当ADS系统故障时，CDCA. 渲染ADS故障灯至仪表屏显示。
D2-F15-6-4,ADAS标定指示灯,当ADS系统进行标定时，仪表屏需显示当前标定状态
D2-F15-6-5,紧急制动-AEB,当满足触发条件，CDC渲染AEBOFF指示灯 投屏至仪表屏显示
D2-F15-6-6,ACC状态指示灯,当ACC功能激活时，仪表屏的ACC功能状态指示灯，需要根据ACC的不同状态，进行闪烁或常显。
D2-F15-6-7,ADAS定速值指示灯,当ACC激活时，按照驾驶员设定的车速，仪表屏显示对应的ADS定速值图标
D2-F15-6-8,ADAS限速值指示灯,当ADS限速激活时，仪表屏的限速图标跟随限速值进行显示。
D2-F15-6-9,ADS智能限速显示,当ADS限速激活时，仪表屏的智能限速图标跟随智能限速值进行显示。
D2-F15-6-10,ADS一键调速显示,当ADS一键调速激活时，仪表屏显示巡航车速值
D2-F15-6-11,跟车时距,当满足触发条件时，CDC渲染仪表左侧显示跟车时距Toast，根据当前信号值显示跟车时距
D2-F15-6-12,ADS无法激活显示,"当ADS系统出现无法激活的场景时，仪表屏的状态指示灯根据不同的情况（ACC、ICA、NCA、AVP）而进行显示。
"""
D2-F15-6-13,交通标识识别-TSR,当ADS系统识别获取到交通标示时，仪表并根据收到的对应的交通标识输入时，进行对应的指示灯和弹窗提醒。
D2-F15-6-14,交通信号灯识别-TLR,当ADS系统识别获取到交通信号灯时，仪表并根据收到的对应的交通信号灯输入时，进行对应的指示灯和弹窗提醒。
D2-F15-6-15,LKA接管告警指示灯,当满足触发条件时，CDC渲染接管告警灯至仪表仪表屏
D2-F15-6-16,LKA故障指示灯,满足触发条件时，CDC渲染显示LKA故障指示灯 至仪表屏
D2-F15-6-17,ADS无法激活,当ADS系统出现无法激活的场景时，仪表屏的状态指示灯根据不同的情况而进行显示。
D2-F15-6-18,NCA功能状态指示灯,当满足触发条件时，仪表屏显示NCA功能状态指示灯
D2-F15-6-19,NCA接管告警灯,当满足触发条件时，仪表屏显示接管告警灯
D2-F15-6-20,导航式巡航（城市道路）-NCA,当满足触发条件时，仪表屏显示NCA功能状态指示灯
D2-F15-6-21,AVP功能状态,当CDC收到相关信号，仪表屏显示灰色AVP指示灯
D2-F15-6-22,前碰撞预警-FCW,当ADS系统的FCW触发预警时，CDC渲染FCW预警画面至仪表屏提示用户
D2-F15-6-23,后碰撞预警-RCW,当ADS系统的RCW触发预警时，CDC渲染RCW预警画面至仪表屏提示用户
D2-F15-6-24,前方穿行预警-FCTA,当ADS系统的FCTA触发预警时，CDC渲染FCTA预警画面至仪表屏提示用户
D2-F15-6-25,前方穿行制动-FCTB,当ADS系统的FCTB触发预警时，CDC渲染FCTB预警画面至仪表屏提示用户
D2-F15-6-26,紧急制动-AEB,当ADS系统的AEB触发预警时，CDC渲染AEB预警画面至仪表屏提示用户
D2-F15-6-27,开门预警-DOW,当ADS系统的开门预警功能触发时，CDC渲染预警动效投屏至仪表屏显示并发出提示音提示用户
D2-F15-6-28,后方紧急制动-RAEB,当ADS系统的RAEB触发预警时，CDC渲染RAEB预警画面至仪表屏提示用户
D2-F15-6-29,后方穿行预警-RCTA,当ADS系统的RCTA触发预警时，CDC渲RCTA预警画面至仪表屏提示用户
D2-F15-6-30,后方穿行制动-RCTB,当ADS系统的RCTB触发预警时，CDC渲RCTB预警画面至仪表屏提示用户
D2-F15-6-31,交通信号灯识别-TLR,当ADS系统识别获取到交通信号灯时，仪表并根据收到的对应的交通信号灯输入时，进行对应的指示灯和弹窗提醒。
D2-F15-6-32,交通信号灯识别-TSR,当ADS系统识别获取到交通标示时，仪表并根据收到的对应的交通标识输入时，进行对应的指示灯和弹窗提醒。
D2-F15-6-33,车道偏离预警-LDW,当ADS系统的LDW触发预警时，CDC渲LDW预警画面至仪表屏提示用户
D2-F15-6-34,车道保持辅助-LKA,当ADS系统的LKA触发预警时，CDC渲染LKA预警画面至仪表屏提示用户
D2-F15-6-35,盲区检测-BSD,当ADS系统的BSD触发预警时，CDC渲染BSD预警画面至仪表屏提示用户
D2-F15-6-36,紧急车道保持-ELK,当ADS系统的ELK触发预警时，CDC渲染ELK预警画面至仪表屏提示用户
D2-F15-6-37,PDC显示,仪表屏显示PDC界面，显示在中间区域
D2-F15-6-38,PDC告警音,当CDC收到对应信号值时，告警音以一个或多个信号中，枚举值级别最高的播放
D2-F15-6-39,智能远近光灯-HMA,当检测到远光灯指示请求时，仪表屏根据不同的请求信号输入显示对应的指示灯。
D2-F15-6-40,车道巡航辅助-LCC,ADS系统的ICA功能状态发生变化时，CDC根据信号渲染对应提示信息投屏给仪表屏显示
D2-F15-6-41,车道巡航辅助-拨杆换道,ADS系统的拨杆换道触发时，仪表屏显示车模转向的过程
D2-F15-7,导航信息,NA
D2-F15-7-1,导航信息,"左侧卡片切换至导航卡片时，导航小地图（LVDS）,导航的卡片信息按照中间区域显示内容——局部地图或TBT信息；当切换至全屏ADAS时，左侧无导航小卡片；导航未打开时，显示地图背景；导航打开时，有TBT信息。"
D2-F15-8,娱乐功能,NA
D2-F15-8-1,AM/FM,NA
D2-F15-8-2,多媒体播放,NA
D2-F15-9,社交,NA
D2-F15-9-1,蓝牙电话,当用户视频通话时，渲染通话界面至IC（以UX为准）。根据电话状态不同，分别显示电话来电、去电、通话图标至IC。
D2-F15-9-2,视频聊天,当拨打蓝牙电话时，CDC渲染电话状态界面投屏至仪表屏提示用户
